url	team_a_name	team_a_odds	team_b_name	team_b_odds	recorded_date	pred	winner	bet	winnings	date
https://www.vlr.gg/511566/natus-vincere-vs-fnatic-vct-2025-emea-stage-2-w3	NAVI	4.0	FNC	1.2	07/29/2025, 18:11:20	BG	B	500	600.0	2025-08-01 11:00:00
https://www.vlr.gg/511567/team-vitality-vs-team-heretics-vct-2025-emea-stage-2-w3	VIT	2.5	TH	1.48	07/29/2025, 10:57:44	B	B	100	148.0	2025-08-01 14:00:00
https://www.vlr.gg/511568/fut-esports-vs-team-heretics-vct-2025-emea-stage-2-w4	FUT	2.7	TH	1.42	08/05/2025, 09:32:36	BG	B	500	710.0	2025-08-06 11:00:00
https://www.vlr.gg/511569/koi-vs-apeks-vct-2025-emea-stage-2-w4	KOI	1.92	APK	1.78	08/05/2025, 09:32:38	Split	A	0	0	2025-08-06 14:00:00
https://www.vlr.gg/511570/gentle-mates-vs-giantx-vct-2025-emea-stage-2-w4	M8	1.75	GX	1.95	08/02/2025, 15:54:48	Split	B	0	0	2025-08-07 11:00:00
https://www.vlr.gg/511571/natus-vincere-vs-karmine-corp-vct-2025-emea-stage-2-w4	NAVI	1.95	KC	1.75	08/05/2025, 09:32:41	Split	A	0	0	2025-08-07 14:00:00
https://www.vlr.gg/511572/team-vitality-vs-bbl-esports-vct-2025-emea-stage-2-w4	VIT	2.0	BBL	1.72	08/05/2025, 09:32:44	AG	B	500	0	2025-08-08 11:00:00
https://www.vlr.gg/511573/team-liquid-vs-fnatic-vct-2025-emea-stage-2-w4	TL	2.15	FNC	1.62	08/05/2025, 09:32:46	B	A	100	0	2025-08-08 14:00:00
https://www.vlr.gg/511575/koi-vs-natus-vincere-vct-2025-emea-stage-2-w5	KOI	2.9	NAVI	1.35	08/09/2025, 14:32:51	Unknown	B	0	0	2025-08-13 11:00:00
https://www.vlr.gg/511576/apeks-vs-fnatic-vct-2025-emea-stage-2-w5	APK	7.0	FNC	1.06	08/12/2025, 09:53:00	Unknown	B	0	0	2025-08-13 14:00:00
https://www.vlr.gg/511577/giantx-vs-team-heretics-vct-2025-emea-stage-2-w5	GX	2.9	TH	1.35	08/09/2025, 14:32:56	Unknown	B	0	0	2025-08-14 11:00:00
https://www.vlr.gg/511579/gentle-mates-vs-team-vitality-vct-2025-emea-stage-2-w5	M8	2.35	VIT	1.52	08/12/2025, 09:53:05	Unknown	B	0	0	2025-08-14 14:00:00
https://www.vlr.gg/511580/fut-esports-vs-bbl-esports-vct-2025-emea-stage-2-w5	FUT	2.8	BBL	1.38	08/12/2025, 09:53:09	Unknown	B	0	0	2025-08-15 11:00:00
https://www.vlr.gg/511581/team-liquid-vs-karmine-corp-vct-2025-emea-stage-2-w5	TL	1.22	KC	3.8	08/12/2025, 09:53:14	Unknown	B	0	0	2025-08-15 14:00:00
https://www.vlr.gg/530924/fnatic-vs-bbl-esports-vct-2025-emea-stage-2-ur1	FNC	1.32	BBL	3.1	08/20/2025, 16:30:43	Unknown	Unknown	0	0	2025-08-21 11:00:00
https://www.vlr.gg/530925/giantx-vs-natus-vincere-vct-2025-emea-stage-2-ur1	GX	2.35	NAVI	1.52	08/17/2025, 14:34:56	Unknown	Unknown	0	0	2025-08-21 14:00:00
