url	team_a_name	team_a_odds	team_b_name	team_b_odds	recorded_date	pred	winner	bet	winnings	date
https://www.vlr.gg/509823/furia-vs-g2-esports-vct-2025-americas-stage-2-w4	FUR	9.0	G2	1.03	08/05/2025, 09:32:14	BG	B	500	515.0	2025-08-10 17:00:00
https://www.vlr.gg/509824/loud-vs-100-thieves-vct-2025-americas-stage-2-w4	LOUD	2.4	100T	1.5	08/05/2025, 09:32:16	BG	B	500	750.0	2025-08-10 20:00:00
https://www.vlr.gg/509825/kr-esports-vs-nrg-vct-2025-americas-stage-2-w5	KRU	2.4	NRG	1.5	08/12/2025, 09:51:39	Unknown	B	0	0	2025-08-15 17:00:00
https://www.vlr.gg/509826/100-thieves-vs-leviat-n-vct-2025-americas-stage-2-w5	100T	1.55	LEV	2.3	08/12/2025, 09:51:42	Unknown	B	0	0	2025-08-15 20:00:00
https://www.vlr.gg/509827/furia-vs-evil-geniuses-vct-2025-americas-stage-2-w5	FUR	5.8	EG	1.1	08/12/2025, 09:51:45	Unknown	B	0	0	2025-08-16 17:00:00
https://www.vlr.gg/509829/2game-esports-vs-sentinels-vct-2025-americas-stage-2-w5	2G	8.0	SEN	1.04	08/12/2025, 09:51:48	Unknown	B	0	0	2025-08-16 20:00:00
https://www.vlr.gg/509830/g2-esports-vs-cloud9-vct-2025-americas-stage-2-w5	G2	1.55	C9	2.3	08/12/2025, 09:51:50	Unknown	A	0	0	2025-08-17 17:00:00
https://www.vlr.gg/509831/mibr-vs-loud-vct-2025-americas-stage-2-w5	MIBR	1.48	LOUD	2.5	08/12/2025, 09:51:53	Unknown	A	0	0	2025-08-17 20:00:00
https://www.vlr.gg/530902/leviat-n-vs-cloud9-vct-2025-americas-stage-2-ur1	LEV	1.85	C9	1.85	08/20/2025, 16:29:50	Unknown	B	0	0	2025-08-21 17:00:00
https://www.vlr.gg/530903/g2-esports-vs-100-thieves-vct-2025-americas-stage-2-ur1	G2	1.2	100T	4.0	08/20/2025, 16:29:55	Unknown	A	0	0	2025-08-21 20:00:00
https://www.vlr.gg/530908/nrg-vs-leviat-n-vct-2025-americas-stage-2-lr2	NRG	1.42	LEV	2.7	08/24/2025, 18:47:06	Unknown	A	0	0	2025-08-24 18:00:00
https://www.vlr.gg/530909/cloud9-vs-100-thieves-vct-2025-americas-stage-2-lr2	C9	1.45	100T	2.6	08/24/2025, 18:47:10	Unknown	A	0	0	2025-08-24 20:00:00
https://www.vlr.gg/530910/sentinels-vs-g2-esports-vct-2025-americas-stage-2-ubf	SEN	1.9	G2	1.8	08/24/2025, 18:47:14	Unknown	Unknown	0	0	2025-08-29 17:00:00
https://www.vlr.gg/530911/nrg-vs-cloud9-vct-2025-americas-stage-2-lr3	NRG	1.5	C9	2.4	08/26/2025, 22:07:16	Unknown	Unknown	0	0	2025-08-29 20:00:00
